;;;
НЕДОВЫПОЛНЕНИЕ;действие;действие по значению гл. недовыполнять, недовыполнить, выполнять что-либо не в полной мере, менее запланированного;https://ru.wiktionary.org/wiki/%D0%BD%D0%B5%D0%B4%D0%BE%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5
НЕДОВЫПОЛНЕНИЕ;процесс;Процесс действия по знач. глаг.: недовыполнить.;http://xn----8sbauh0beb7ai9bh.xn--p1ai/%D0%BD%D0%B5%D0%B4%D0%BE%D0%B2%D1%8B%D0%BF%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5
НЕДОВЫПОЛНЕНИЕ;недовыполненная часть;Недовыполненная часть чего-л.;https://classes.ru/all-russian/russian-dictionary-Efremova-term-53007.htm
НЕДОВЫПОЛНЕНИЕ;действие ;действие - результат проявления деятельности чего-нибудь, влияние, воздействие;http://xn----8sbauh0beb7ai9bh.xn--p1ai/%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D0%B5
НЕДОВЫПОЛНЕНИЕ;процесс;процесс - ход, развитие ;https://ru.wiktionary.org/wiki/%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D1%81
НЕДОНЕСЕНИЕ;несообщение ;несообщение органам власти о достоверно известном совершённом или готовящемся преступлении ;https://ru.wiktionary.org/wiki/%D0%BD%D0%B5%D0%B4%D0%BE%D0%BD%D0%B5%D1%81%D0%B5%D0%BD%D0%B8%D0%B5
НЕДОНЕСЕНИЕ;прикосновенность к преступлению;Основными видами прикосновенности к преступлению, являются: … 2) Недонесение о достоверно известном готовящемся или совершенном преступлении.;http://arkalyk.kostanay.gov.kz/rabota-s-naseleniem/borba-s-terrorizmom/Ugol%20otv.php?print=Y
НЕДОНЕСЕНИЕ;деятельность;Прикосновенность к преступлению — это умышленная об­щественно опасная деятельность, возникающая в связи с пре­ступным действием другого лица и препятствующая изобличе­нию преступника.;https://ibrain.kz/ugolovnoe-pravo/prikosnovennost-k-prestupleniyu
НЕДОНЕСЕНИЕ;бездействие;Недонесение о преступлении заключается в умышленном бездействии;https://tengrinews.kz/zakon/verhovnyiy_sud_respubliki_kazahstan/ugolovnoe_pravo/id-P160000014S/
НЕДОНЕСЕНИЕ;правонарушение;бездействие - правонарушение, состоящее в несовершении общественно полезного действия в момент, когда того требовал закон;https://ru.wiktionary.org/wiki/%D0%B1%D0%B5%D0%B7%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D0%B5
